"SYMBOL","GENENAME","ENTREZID","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","IR","switchConsequencesGene"
"ENSMUSG00000120999",NA,NA,"isoComp_00022419","geneComp_00006437","ENSMUST00000247287.1","ENSMUSG00000120999","sgC9","sgNTC","lncRNA","lncRNA",11.7954525361021,12.3669546657434,11.2239504064608,0.744828102425398,0.855023763470752,-0.139791045796694,NA,2.94423183446808,2.03838753253446,3.85007613640171,0.148086750575304,0.268012267244842,0.914140620293533,NA,0.254983333333333,0.165866666666667,0.3441,0.178233333333333,3.26549175435408e-05,3.26549175435408e-05,FALSE,1,TRUE
"Dhrs13","dehydrogenase/reductase 13","70451","isoComp_00018371","geneComp_00004997","ENSMUST00000122342.2","Dhrs13","sgC9","sgNTC","protein_coding","protein_coding",7.46473915224074,6.53190346547183,8.39757483900965,0.178689697013585,0.876278539275478,0.361979245099845,NA,1.03427948082748,0.221694948059551,1.84686401359541,0.114325568007234,0.569263111986952,3.00256967143363,NA,0.123233333333333,0.0345,0.211966666666667,0.177466666666667,0.0400519809631045,0.0400519809631045,FALSE,1,TRUE
"Mtif3","mitochondrial translational initiation factor 3","76366","isoComp_00048016","geneComp_00017706","ENSMUST00000016654.9","Mtif3","sgC9","sgNTC","protein_coding","protein_coding",16.3997753545522,17.1643611819074,15.6351895271971,0.118612834487379,0.26123298279243,-0.134537301891226,NA,6.40379325044057,8.14733192870669,4.66025457217446,0.55539715364437,0.463876039860066,-0.804596165420546,NA,0.386483333333333,0.475,0.297966666666667,-0.177033333333333,0.041004108470025,3.67880182450382e-07,FALSE,1,TRUE
"5430416N02Rik","RIKEN cDNA 5430416N02 gene","100503199","isoComp_00001992","geneComp_00000850","ENSMUST00000241282.1","5430416N02Rik","sgC9","sgNTC","lncRNA","lncRNA",21.1355591443193,27.7328093475031,14.5383089411354,4.44127462465179,0.569362222932763,-0.931262420478139,NA,1.96021040927888,0.902937921676742,3.01748289688103,0.384184428534497,0.417335644986754,1.72953014205015,NA,0.117783333333333,0.0295,0.206066666666667,0.176566666666667,5.19840082752916e-05,1.98592591221287e-06,TRUE,1,TRUE
"H2-T22","histocompatibility 2, T region locus 22","15039","isoComp_00037067","geneComp_00014908","ENSMUST00000080015.12","H2-T22","sgC9","sgNTC","protein_coding","protein_coding",73.1800329915405,92.7318664507116,53.6281995323694,4.70732757893181,1.33574290894056,-0.78995995029647,NA,23.0345917482122,23.234104718051,22.8350787783734,1.54856535910805,1.83192579109917,-0.0249814418323954,NA,0.3389,0.2516,0.4262,0.1746,0.0115315868616156,6.83411618108557e-06,FALSE,1,TRUE
"Hps5","HPS5, biogenesis of lysosomal organelles complex 2 subunit 2","246694","isoComp_00038533","geneComp_00015320","ENSMUST00000014562.14","Hps5","sgC9","sgNTC","protein_coding","protein_coding",17.050655382066,16.0004872164264,18.1008235477055,0.710024361829452,1.27333200257975,0.177834939700159,NA,2.21447967084985,0.58977654372064,3.83918279797906,0.136719955227813,0.63931186921156,2.68205517949128,NA,0.124433333333333,0.0376666666666667,0.2112,0.173533333333333,0.000293760407666853,0.000293760407666853,FALSE,1,TRUE
"Senp6","SUMO/sentrin specific peptidase 6","215351","isoComp_00065127","geneComp_00021949","ENSMUST00000164859.8","Senp6","sgC9","sgNTC","protein_coding","protein_coding",23.3962940921073,25.2816894294281,21.5108987547865,0.512590770638282,2.0467665578389,-0.232925080170269,NA,4.45799161771714,2.78158449827133,6.13439873716295,0.637163783540335,1.14968702755148,1.13818761633598,NA,0.197416666666667,0.111,0.283833333333333,0.172833333333333,0.067604537104632,4.6652757740367e-13,FALSE,1,TRUE
"Sirpa","signal-regulatory protein alpha","19261","isoComp_00066293","geneComp_00022215","ENSMUST00000179001.8","Sirpa","sgC9","sgNTC","protein_coding","protein_coding",34.543182209451,31.8551752799335,37.2311891389685,3.34003904864657,3.06752673482008,0.224918543395133,NA,7.76430702977859,4.17063427062237,11.3579797889348,0.566807991718552,0.685446242876142,1.44318215026907,NA,0.2237,0.138233333333333,0.309166666666667,0.170933333333333,0.0339958696744713,1.5155002447188e-25,FALSE,1,TRUE
"4933434E20Rik","RIKEN cDNA 4933434E20 gene","99650","isoComp_00001904","geneComp_00000812","ENSMUST00000162390.2","4933434E20Rik","sgC9","sgNTC","protein_coding","retained_intron",37.0964869130267,34.8494421120101,39.3435317140432,1.3751080026087,2.53670873786585,0.174943632830818,NA,6.81135348312687,9.60026627193798,4.02244069431576,2.60629546849621,2.04150508957617,-1.25292308873404,NA,0.185033333333333,0.270233333333333,0.0998333333333333,-0.1704,0.60744305517952,0.00921014314037426,FALSE,1,TRUE
"Rabgap1l","RAB GTPase activating protein 1-like","29809","isoComp_00059992","geneComp_00020676","ENSMUST00000028049.13","Rabgap1l","sgC9","sgNTC","protein_coding","protein_coding",15.3136180896195,19.0719963263747,11.5552398528644,0.928442795890021,0.420521223712528,-0.722416925062957,NA,6.06264357050845,6.32149057631096,5.80379656470595,0.0560595997884396,0.22820507948381,-0.123064592894849,NA,0.418133333333333,0.3332,0.503066666666667,0.169866666666667,0.000409974304742849,0.000409974304742849,FALSE,1,TRUE
"Fhip1b","FHF complex subunit HOOK interacting protein 1B","74349","isoComp_00025190","geneComp_00007310","ENSMUST00000048079.14","Fhip1b","sgC9","sgNTC","protein_coding","protein_coding",16.6196385222145,16.597775578422,16.6415014660069,1.01288575737505,0.288512065396311,0.00379341724342923,NA,7.64519921200972,6.2271349166813,9.06326350733813,0.306272670508264,0.148562738277598,0.540738091889841,NA,0.46045,0.375933333333333,0.544966666666667,0.169033333333333,2.64612003340028e-05,2.64612003340028e-05,FALSE,1,FALSE
"Braf","Braf transforming gene","109880","isoComp_00009756","geneComp_00002842","ENSMUST00000101497.4","Braf","sgC9","sgNTC","protein_coding","protein_coding",5.96735140500951,6.25093051069644,5.68377229932259,0.328770050390745,0.0065111834414445,-0.136992289856006,NA,2.45136533235744,2.06368842125073,2.83904224346416,0.0501695691328281,0.100422499391502,0.458277872431384,NA,0.415333333333333,0.331133333333333,0.499533333333333,0.1684,0.0175498647104418,0.0162974587180682,FALSE,1,TRUE
"Hira","histone cell cycle regulator","15260","isoComp_00037882","geneComp_00015165","ENSMUST00000004222.14","Hira","sgC9","sgNTC","protein_coding","protein_coding",32.6882382327545,28.0294626381021,37.347013827407,1.95264473051054,1.75839233109715,0.413920435191478,NA,14.7216322853575,9.89370181501519,19.5495627556997,0.273405238186705,0.176892036430755,0.981834336894713,NA,0.441566666666667,0.357666666666667,0.525466666666667,0.1678,0.0354083987603967,0.0332643643558724,FALSE,1,TRUE
"1190007I07Rik",NA,NA,"isoComp_00000149","geneComp_00000042","ENSMUST00000079648.12","1190007I07Rik","sgC9","sgNTC","protein_coding","protein_coding",20.3729323272875,18.2514078632828,22.4944567912922,2.07914076575193,0.723363801530547,0.301412747431549,NA,7.55219141897176,8.32826412981875,6.77611870812476,0.0624721287270918,0.295423843546019,-0.297160405857444,NA,0.38495,0.4685,0.3014,-0.1671,0.104788590935678,0.00887481828364171,FALSE,1,TRUE
"Trim26","tripartite motif-containing 26","22670","isoComp_00075720","geneComp_00024465","ENSMUST00000130367.8","Trim26","sgC9","sgNTC","protein_coding","protein_coding",20.636337207712,22.3622441272477,18.9104302881762,0.217997140394809,0.858838168340472,-0.241765079493424,NA,6.54016397160686,5.40368824133671,7.676639701877,1.78953093952949,0.246267235165148,0.505741236873607,NA,0.3245,0.242433333333333,0.406566666666667,0.164133333333333,0.45406331879087,2.11835307514811e-19,FALSE,1,TRUE
"Gm32261","predicted gene, 32261","102634755","isoComp_00031517","geneComp_00011079","ENSMUST00000246677.1","Gm32261","sgC9","sgNTC","lncRNA","lncRNA",3.86286617464774,4.83398414025618,2.8917482090393,0.517616069268616,0.125309921293708,-0.739271802425326,NA,0.547476837976806,0.971213341719669,0.123740334233944,0.120602866402387,0.0625243075785322,-2.87513222267871,NA,0.126716666666667,0.2087,0.0447333333333333,-0.163966666666667,0.0526949556755012,2.14846271031894e-05,FALSE,1,TRUE
"Fndc3a","fibronectin type III domain containing 3A","319448","isoComp_00025573","geneComp_00007397","ENSMUST00000162825.8","Fndc3a","sgC9","sgNTC","protein_coding","protein_coding",22.8309104325807,28.0393160765824,17.622504788579,1.82268981049725,1.58802753750366,-0.669728162672315,NA,1.91799546754225,0.604128531627386,3.23186240345712,0.160113280288051,0.501116879553275,2.40021032335899,NA,0.102,0.0212333333333333,0.182766666666667,0.161533333333333,1.9419929874767e-08,1.9419929874767e-08,FALSE,1,FALSE
"Rdm1","RAD52 motif 1","66599","isoComp_00061145","geneComp_00020916","ENSMUST00000139037.2","Rdm1","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",11.5480903658734,19.546786357209,3.5493943745378,0.70045656532276,0.680046602065797,-2.45796562598125,NA,0.997403511937193,1.19347270372705,0.801334320147331,0.230252101149836,0.210008032767501,-0.56883499798708,NA,0.142333333333333,0.0616666666666667,0.223,0.161333333333333,0.0193342974311958,0.0193342974311958,FALSE,1,TRUE
"Dusp2","dual specificity phosphatase 2","13537","isoComp_00019896","geneComp_00005334","ENSMUST00000146479.2","Dusp2","sgC9","sgNTC","protein_coding","retained_intron",5.81950049823526,6.32247905835461,5.31652193811591,0.358657168465753,0.228984371849391,-0.249576597863874,NA,1.56812581730065,2.16916625132355,0.967085383277745,0.225278231111515,0.162480737204439,-1.15721972195203,NA,0.260666666666667,0.341233333333333,0.1801,-0.161133333333333,0.0325708741393051,0.0258970505353452,NA,1,TRUE
"1700029J07Rik",NA,NA,"isoComp_00000377","geneComp_00000149","ENSMUST00000095323.8","1700029J07Rik","sgC9","sgNTC","protein_coding","protein_coding",4.47964644056199,5.21919932788557,3.74009355323842,0.362738235746401,0.337989976651764,-0.479663477393891,NA,0.896261419337989,0.698980453978753,1.09354238469722,0.0714589131269448,0.0810293020769477,0.638324282322304,NA,0.2166,0.136666666666667,0.296533333333333,0.159866666666667,0.0378139157752016,0.0378139157752016,FALSE,1,TRUE
"Ipo9","importin 9","226432","isoComp_00040140","geneComp_00015744","ENSMUST00000161189.8","Ipo9","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",79.862542452831,64.1319990025097,95.5930859031523,0.378614281690258,0.9113562233763,0.575787870215727,NA,34.3840875096098,33.7324472213709,35.0357277978487,0.548814718456963,0.195752292250931,0.054673974130466,NA,0.44625,0.5259,0.3666,-0.1593,8.8338061807251e-10,4.43994643473357e-21,FALSE,1,TRUE
"Neat1","nuclear paraspeckle assembly transcript 1 (non-protein coding)","66961","isoComp_00049680","geneComp_00018079","ENSMUST00000174287.2","Neat1","sgC9","sgNTC","lncRNA","lncRNA",64.6250648212061,76.754848969358,52.4952806730543,0.271497157542796,4.14922687619208,-0.547983316577402,NA,47.2120947443547,51.1040676942518,43.3201217944576,0.940118153612635,3.48676617098689,-0.238350114800867,NA,0.745416666666667,0.6658,0.825033333333333,0.159233333333333,5.75298191258745e-12,1.38658063606088e-12,TRUE,2,TRUE
"Lrrc14","leucine rich repeat containing 14","223664","isoComp_00043430","geneComp_00016626","ENSMUST00000036423.15","Lrrc14","sgC9","sgNTC","protein_coding","protein_coding",30.673684220749,20.7802303275717,40.5671381139263,2.55922036410595,2.53507936399454,0.964761374703605,NA,3.88571759045173,5.01124677474041,2.76018840616305,2.03772487905526,1.24528085050255,-0.858061529352326,NA,0.144683333333333,0.224066666666667,0.0653,-0.158766666666667,0.464111326010361,7.08815802811734e-06,FALSE,1,TRUE
"Zc3h10","zinc finger CCCH type containing 10","103284","isoComp_00080786","geneComp_00025683","ENSMUST00000152539.8","Zc3h10","sgC9","sgNTC","protein_coding","protein_coding",13.9715192313303,15.0688978640524,12.8741405986083,0.492461408467621,0.204756186127168,-0.226934674656335,NA,4.99373895585312,4.29802224045501,5.68945567125122,0.489596516080938,0.528995798331761,0.403798442789299,NA,0.3632,0.284533333333333,0.441866666666667,0.157333333333333,0.134414314626537,0.037239048002271,TRUE,1,TRUE
"Mettl21a","methyltransferase 21A, HSPA lysine","67099","isoComp_00045809","geneComp_00017167","ENSMUST00000053469.2","Mettl21a","sgC9","sgNTC","protein_coding","protein_coding",18.7018561788853,19.2753763957939,18.1283359619767,3.32491902880602,3.36571083216554,-0.0884651966125163,NA,2.37077057000389,3.85149260291392,0.890048537093864,0.764389066494456,0.466092651405344,-2.10108389859917,NA,0.12205,0.2005,0.0436,-0.1569,0.0191854676198546,0.0191854676198546,FALSE,1,TRUE
"Gm36033","predicted gene, 36033","102639808","isoComp_00031867","geneComp_00011334","ENSMUST00000242577.1","Gm36033","sgC9","sgNTC","lncRNA","lncRNA",12.8077724144342,13.458451632014,12.1570931968545,1.2027748438257,0.504101507198188,-0.146599465042208,NA,2.62905963253062,3.73016214395988,1.52795712110135,0.0566585161800893,0.188580029845515,-1.28208553444878,NA,0.204333333333333,0.281766666666667,0.1269,-0.154866666666667,0.00879071027206906,0.00879071027206906,TRUE,1,FALSE
"Ndufaf4","NADH:ubiquinone oxidoreductase complex assembly factor 4","68493","isoComp_00049536","geneComp_00018046","ENSMUST00000029925.10","Ndufaf4","sgC9","sgNTC","protein_coding","protein_coding",4.52587403877734,4.07095148002582,4.98079659752886,0.549511060063021,0.268783438886947,0.290364549310838,NA,1.26427153804137,0.774078067123016,1.75446500895972,0.123214839437432,0.228165960597546,1.17016161111502,NA,0.27275,0.1963,0.3492,0.1529,0.160059817587497,0.0277343735787902,FALSE,1,TRUE
"Rnf123","ring finger protein 123","84585","isoComp_00062122","geneComp_00021142","ENSMUST00000159523.2","Rnf123","sgC9","sgNTC","protein_coding","retained_intron",17.1060822596242,20.0727240266889,14.1394404925596,2.25695849125054,0.450414307658329,-0.505209964056798,NA,1.686081423098,3.33047830380608,0.0416845423899133,1.22099069061605,0.0416845423899133,-6.01417800896075,NA,0.07915,0.155333333333333,0.00296666666666667,-0.152366666666667,1.75492685342769e-05,1.75492685342769e-05,FALSE,1,TRUE
"Pcdh1","protocadherin 1","75599","isoComp_00053582","geneComp_00019185","ENSMUST00000159405.3","Pcdh1","sgC9","sgNTC","protein_coding","protein_coding",23.7013517476076,23.3606075376371,24.0420959575781,0.851288942041064,1.50724395229284,0.04146738077459,NA,10.9769340861559,12.6094631572363,9.34440501507547,0.429101282754635,0.766152631624715,-0.431932738955819,NA,0.464066666666667,0.539866666666667,0.388266666666667,-0.1516,9.78424116662231e-05,9.78424116662231e-05,FALSE,1,TRUE
"Lins1","lines homolog 1","72635","isoComp_00042931","geneComp_00016502","ENSMUST00000077967.13","Lins1","sgC9","sgNTC","protein_coding","protein_coding",4.98056571362195,4.47452628037833,5.48660514686557,0.407503023830435,0.649860368215086,0.29358525074955,NA,1.85720863149724,2.03978891927557,1.6746283437189,0.150073736589543,0.0927647494273574,-0.283045008613533,NA,0.3925,0.4681,0.3169,-0.1512,0.403279722758904,8.56235784781097e-08,FALSE,1,TRUE
"Hoxb3os","homeobox B3 and homeobox B2, opposite strand","102632302","isoComp_00038426","geneComp_00015281","ENSMUST00000243625.1","Hoxb3os","sgC9","sgNTC","lncRNA","lncRNA",2.66702572749404,3.06442745936109,2.26962399562699,0.171674293270474,0.367967176134436,-0.431521883181352,NA,0.866926489074626,0.776751495579246,0.957101482570005,0.0301105790117729,0.322006434589304,0.297759270490746,NA,0.32985,0.254333333333333,0.405366666666667,0.151033333333333,0.427430847239906,0.0432990845523382,FALSE,1,TRUE
"Mef2d","myocyte enhancer factor 2D","17261","isoComp_00045620","geneComp_00017123","ENSMUST00000119251.8","Mef2d","sgC9","sgNTC","protein_coding","protein_coding",63.4817210312894,73.6012178275912,53.3622242349876,1.50100149597469,2.19750079713074,-0.463836504052888,NA,21.2167011510382,19.9686805078087,22.4647217942676,0.783484700960138,0.595166383767061,0.169841953830788,NA,0.3467,0.2712,0.4222,0.151,3.13306623680573e-06,3.04146463042553e-14,FALSE,1,TRUE
"Snx24","sorting nexing 24","69226","isoComp_00068777","geneComp_00022829","ENSMUST00000165032.9","Snx24","sgC9","sgNTC","protein_coding","protein_coding",25.9551165814446,30.7406794179607,21.1695537449285,0.362361397725501,0.103648419892982,-0.537946094354025,NA,20.5954326619033,22.4945444889696,18.696320834837,0.361484732899598,0.463154100841371,-0.266690526893032,NA,0.807566666666667,0.7321,0.883033333333333,0.150933333333333,0.00117990174968517,1.39824183524428e-06,FALSE,1,TRUE
"5530601H04Rik","RIKEN cDNA 5530601H04 gene","71445","isoComp_00002032","geneComp_00000858","ENSMUST00000243080.1","5530601H04Rik","sgC9","sgNTC","lncRNA","lncRNA",9.05569667641174,6.90042320851708,11.2109701443064,0.513763333689068,1.94820465265177,0.699351442041046,NA,0.674215766533096,1.16752232824881,0.180909204817378,0.0531982062560128,0.0894259067765278,-2.62479584651127,NA,0.0947166666666667,0.169933333333333,0.0195,-0.150433333333333,0.0159920199183418,0.0159920199183418,FALSE,1,TRUE
"Mat2a","methionine adenosyltransferase 2A","232087","isoComp_00044907","geneComp_00016987","ENSMUST00000059472.10","Mat2a","sgC9","sgNTC","protein_coding","protein_coding",62.7362979579323,35.1077688516817,90.3648270641828,0.933358546645939,0.931753113288474,1.36371979282778,NA,49.5552805279942,23.9268756536977,75.1836854022908,0.391688666222624,2.3249231595831,1.65137665501647,NA,0.756816666666667,0.681933333333333,0.8317,0.149766666666667,0.000258903535710826,0.00015525133804116,FALSE,1,TRUE
"Khdc4","KH domain containing 4, pre-mRNA splicing factor","74200","isoComp_00041465","geneComp_00016098","ENSMUST00000199684.5","Khdc4","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",30.3641714236951,35.7468685538445,24.9814742935458,1.04819785261402,1.23074092569888,-0.516784385287608,NA,6.41067980814575,5.34986030926516,7.47149930702634,0.509157859356524,0.442193865853103,0.481132016880058,NA,0.223933333333333,0.149066666666667,0.2988,0.149733333333333,6.27960558524631e-07,6.27960558524631e-07,TRUE,1,TRUE
"Zbtb18","zinc finger and BTB domain containing 18","30928","isoComp_00080639","geneComp_00025647","ENSMUST00000195612.2","Zbtb18","sgC9","sgNTC","protein_coding","protein_coding",19.6659656009567,17.6301243673337,21.7018068345797,1.93694124277779,2.39171219648774,0.29961905827357,NA,4.79785696173573,5.69197826268353,3.90373566078792,0.575090440365806,0.285542301283376,-0.542916221782165,NA,0.26135,0.3358,0.1869,-0.1489,0.311503555643836,0.0129228694249792,FALSE,1,TRUE
"Cd55","CD55 molecule, decay accelerating factor for complement","13136","isoComp_00012323","geneComp_00003516","ENSMUST00000140725.8","Cd55","sgC9","sgNTC","protein_coding","retained_intron",3.49436285538338,4.09878519903464,2.88994051173213,0.0642066951049775,0.0452736862322189,-0.502688604950252,NA,0.525028632156818,0.364497010401418,0.685560253912219,0.107315249549132,0.104339285934728,0.893221293985761,NA,0.1638,0.0897333333333333,0.237866666666667,0.148133333333333,0.186816971869525,0.000205086820826519,FALSE,1,TRUE
"Ddb2","damage specific DNA binding protein 2","107986","isoComp_00017796","geneComp_00004867","ENSMUST00000152277.8","Ddb2","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",6.67419000467265,7.72096576278938,5.62741424655593,0.540088349790186,0.120234280463759,-0.455615065840028,NA,1.08356536006885,0.760686939260478,1.40644378087721,0.111118504212017,0.265736905160595,0.878056494709222,NA,0.174283333333333,0.100333333333333,0.248233333333333,0.1479,0.0701086374154485,0.0277403524652637,FALSE,1,TRUE
"Nbr1","NBR1, autophagy cargo receptor","17966","isoComp_00049130","geneComp_00017966","ENSMUST00000123558.8","Nbr1","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",65.9119134545501,69.3398301493533,62.4839967597469,1.84974183728592,1.36718807259951,-0.150174739524328,NA,13.4816559463259,19.0349335399178,7.92837835273395,1.77251700976999,1.13833235361323,-1.2624910237313,NA,0.2004,0.274,0.1268,-0.1472,0.00162041023406154,0.00162041023406154,TRUE,1,TRUE
"Zyx","zyxin","22793","isoComp_00083114","geneComp_00026265","ENSMUST00000203849.2","Zyx","sgC9","sgNTC","protein_coding","protein_coding",124.943455348062,112.477733738339,137.409176957784,2.5241019627905,3.47969995044136,0.288815656602884,NA,27.0455653566349,15.2654342704149,38.8256964428549,2.50082302087616,3.23647580014875,1.34616994264172,NA,0.2089,0.135466666666667,0.282333333333333,0.146866666666667,0.00906618558327121,0.00906618558327121,NA,1,TRUE
"P2rx7","purinergic receptor P2X, ligand-gated ion channel, 7","18439","isoComp_00052787","geneComp_00019022","ENSMUST00000100737.10","P2rx7","sgC9","sgNTC","protein_coding","protein_coding",19.3679975814719,18.0146989635982,20.7212961993455,0.628745071406311,1.32982327817013,0.201835157293722,NA,9.1478651842432,7.10213392304848,11.1935964454379,0.631462316470194,0.742466777231401,0.655607527652944,NA,0.47035,0.3975,0.5432,0.1457,0.241192649927937,0.0128821962464107,FALSE,2,TRUE
"AA467197","expressed sequence AA467197","433470","isoComp_00002734","geneComp_00001172","ENSMUST00000110512.4","AA467197","sgC9","sgNTC","protein_coding","protein_coding",59.2087371493452,73.9643324985938,44.4531418000966,2.831204721544,2.91854390607235,-0.73441487951828,NA,20.7609146509551,21.8467771984335,19.6750521034766,2.23072418158349,2.5793068614389,-0.150980158896562,NA,0.366283333333333,0.293966666666667,0.4386,0.144633333333333,0.0404388244639831,0.039855866433346,FALSE,1,TRUE
"Wtap","WT1 associating protein","60532","isoComp_00080120","geneComp_00025529","ENSMUST00000160781.8","Wtap","sgC9","sgNTC","protein_coding","protein_coding",42.7496689701731,33.3820697002587,52.1172682400874,0.735271930553069,2.23295772360076,0.642532739645646,NA,13.7696512350016,7.8094436489579,19.7298588210454,0.1469936873156,0.799484142403683,1.33597380273145,NA,0.30645,0.234266666666667,0.378633333333333,0.144366666666667,7.46377278947947e-08,7.46377278947947e-08,FALSE,1,TRUE
"Trio","triple functional domain (PTPRF interacting)","223435","isoComp_00075871","geneComp_00024516","ENSMUST00000090247.7","Trio","sgC9","sgNTC","protein_coding","protein_coding",17.2878263533044,16.777404022825,17.7982486837838,1.02352608222013,0.742863492400717,0.0851664930076377,NA,8.7799275294012,7.24199602097643,10.317859037826,0.168560096521319,0.415277371788255,0.510091176317671,NA,0.508016666666667,0.435966666666667,0.580066666666667,0.1441,0.0195796504576829,0.0195796504576829,FALSE,1,TRUE
"2810039B14Rik","RIKEN cDNA 2810039B14 gene","72665","isoComp_00001102","geneComp_00000416","ENSMUST00000245627.1","2810039B14Rik","sgC9","sgNTC","transcribed_unitary_pseudogene","processed_transcript",1.7376466435016,1.68437476715765,1.79091851984556,0.0728538318853569,0.186607309765434,0.0879799001027439,NA,0.269745548039652,0.382516155014299,0.156974941065004,0.0882116912842159,0.0982469120641831,-1.23312042804881,NA,0.15905,0.231,0.0871,-0.1439,0.390559634708758,2.17527592784546e-05,FALSE,1,TRUE
"Klhl24","kelch-like 24","75785","isoComp_00041895","geneComp_00016201","ENSMUST00000232088.2","Klhl24","sgC9","sgNTC","protein_coding","protein_coding",22.3230947539352,26.587484133844,18.0587053740264,1.52460756817481,1.22250266680247,-0.557796646559025,NA,6.25194399489025,5.88817600573114,6.61571198404935,0.920284553103726,1.10667381774006,0.167806617565549,NA,0.29105,0.2191,0.363,0.1439,0.145808277975624,0.00275775083244204,FALSE,1,TRUE
"Sec16a","SEC16 homolog A, endoplasmic reticulum export factor","227648","isoComp_00064783","geneComp_00021876","ENSMUST00000091252.5","Sec16a","sgC9","sgNTC","protein_coding","protein_coding",18.0184816266421,18.6242598869936,17.4127033662906,0.737105145257156,0.671935190542576,-0.0969890246324743,NA,2.29741069398032,1.06853821963455,3.52628316832609,0.967542646861703,0.213665800949869,1.71315650185744,NA,0.130816666666667,0.0589333333333333,0.2027,0.143766666666667,0.19184907336344,0.0185107028433667,FALSE,1,TRUE
"Cmc4","C-X9-C motif containing 4","105886298","isoComp_00014656","geneComp_00004095","ENSMUST00000033543.14","Cmc4","sgC9","sgNTC","protein_coding","protein_coding",7.49101422209208,8.53613862910232,6.44588981508185,0.702474918911872,0.511085927774717,-0.404656763686901,NA,4.59715948332605,4.73376158041988,4.46055738623221,0.107010309216242,0.142664704235426,-0.0855767855073556,NA,0.63365,0.562066666666667,0.705233333333333,0.143166666666667,0.621601295467587,0.000131031434222006,FALSE,1,FALSE
"Srsf1","serine and arginine-rich splicing factor 1","110809","isoComp_00069876","geneComp_00023114","ENSMUST00000079866.11","Srsf1","sgC9","sgNTC","protein_coding","protein_coding",130.53714835183,88.871072248556,172.203224455104,3.30225841712116,10.9181526121901,0.954247806818265,NA,36.0228539118761,16.4207508497317,55.6249569740205,1.27787653930021,1.6207349810296,1.75959324300302,NA,0.255666666666667,0.184266666666667,0.327066666666667,0.1428,0.00479623428092833,3.039782678929e-13,FALSE,3,TRUE
"Dnajc5","DnaJ heat shock protein family (Hsp40) member C5","13002","isoComp_00019144","geneComp_00005169","ENSMUST00000108797.8","Dnajc5","sgC9","sgNTC","protein_coding","protein_coding",38.8289771460662,40.1904257315639,37.4675285605686,1.46871296111436,0.897145537279654,-0.101184961717943,NA,5.8768667627292,3.33519417542875,8.41853935002964,0.535719353733236,1.42647662116911,1.33319268040165,NA,0.155083333333333,0.0838666666666667,0.2263,0.142433333333333,0.0472814694243925,0.0472814694243925,FALSE,1,TRUE
"Faf2","Fas associated factor family member 2","76577","isoComp_00023913","geneComp_00006974","ENSMUST00000126071.9","Faf2","sgC9","sgNTC","protein_coding","protein_coding",40.3712196911752,40.7633087417944,39.9791306405561,1.26393826658405,1.15510657767499,-0.0280171183951987,NA,25.1948304325628,22.5355729068369,27.8540879582888,0.364428393716051,1.27202104754326,0.305562761338456,NA,0.62515,0.554133333333333,0.696166666666667,0.142033333333333,0.0280731231850176,0.0280731231850176,FALSE,1,TRUE
"Guf1","GUF1 homolog, GTPase","231279","isoComp_00036909","geneComp_00014846","ENSMUST00000154728.8","Guf1","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",10.6721690991813,10.7954692229042,10.5488689754583,0.455230643284162,0.610602700101187,-0.0333064148257825,NA,0.974550674930498,1.73767502391428,0.211426325946712,0.111033909927812,0.070217125095943,-2.98053828084434,NA,0.0914166666666667,0.161933333333333,0.0209,-0.141033333333333,0.00490395579702549,0.00490395579702549,TRUE,1,TRUE
"Coasy","Coenzyme A synthase","71743","isoComp_00014957","geneComp_00004173","ENSMUST00000107308.4","Coasy","sgC9","sgNTC","protein_coding","protein_coding",30.2871816708644,38.6796021070495,21.8947612346792,1.96477141052467,1.53639466356215,-0.820701402697793,NA,7.10470683556584,7.13667677318332,7.07273689794835,0.948963882002926,0.284995442227073,-0.0129655885923911,NA,0.2543,0.1839,0.3247,0.1408,0.0145850827297057,0.00509166498260675,FALSE,1,TRUE
"Msln","mesothelin","56047","isoComp_00047728","geneComp_00017635","ENSMUST00000238120.2","Msln","sgC9","sgNTC","protein_coding","protein_coding",73.261207244874,112.871377198948,33.6510372908001,1.44750174901779,1.54681905064651,-1.74565595439966,NA,25.1786764159737,42.3600495400395,7.99730329190787,0.76684061217541,0.89167464283042,-2.403656458356,NA,0.30625,0.3755,0.237,-0.1385,0.00251326205829887,2.3001679895261e-05,FALSE,1,TRUE
